features,model,r2_score,mae
"('experience_level', 'employment_type', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9927376065485437,2076.494748132596
"('work_year', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.9927291569978985,1909.3045203051652
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",CatBoost,0.992729040674218,1747.1865878061458
"('employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9927214620514127,2050.858933985
"('experience_level', 'employment_type', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",GradientBoosting,0.9927120852407375,1977.4977468677157
"('salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9927061884950181,2061.0843057833404
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9927009874188109,1929.1903355280426
"('employment_type', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",GradientBoosting,0.9926914773522519,2041.461143466155
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",GradientBoosting,0.9926743731931357,2031.4205180472538
"('experience_level', 'salary', 'salary_currency', 'remote_ratio')",ExtraTrees,0.9926676108561825,1054.762524038461
"('work_year', 'experience_level', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.992653205795007,1829.6812974282086
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.9926476351295811,1998.3888923530126
"('experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9926437724776888,2052.498948426689
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9926375367563841,1848.4880066172443
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency')",CatBoost,0.9926312667759034,1436.368057045288
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.9926298943565912,2036.3575121865483
"('experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",GradientBoosting,0.9926216109208911,2106.770250848167
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'remote_ratio')",CatBoost,0.9926160751881792,1609.335389220421
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'company_location', 'company_size')",CatBoost,0.9926152796018226,1840.2515312015457
"('job_title', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9925969542464252,2053.111021132273
"('work_year', 'experience_level', 'employment_type', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9925861123020703,1858.1695471352969
"('work_year', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9925820173073526,1931.3856463987252
"('job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9925806584249967,2041.1591433648996
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9925705383025144,2060.543582534708
"('job_title', 'salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.9925697555635834,1964.9804298203637
"('job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",CatBoost,0.9925600329804227,1966.8430623723789
"('work_year', 'employment_type', 'salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.9925549413143533,1887.5383512597555
"('experience_level', 'job_title', 'salary', 'salary_currency', 'remote_ratio')",CatBoost,0.9925486136543731,1795.9128005088742
"('salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9925431806076884,2019.6793153634264
"('work_year', 'job_title', 'salary', 'salary_currency', 'company_location', 'company_size')",CatBoost,0.9925376012165822,1932.8963748832282
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9925315267999392,2002.6879139194145
"('work_year', 'experience_level', 'employment_type', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",CatBoost,0.9925304113727218,1711.9079968342921
"('work_year', 'employment_type', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9925254059956174,1940.7376617072623
"('employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9925238301884312,2076.6019383189355
"('experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence')",CatBoost,0.9925235465233955,2014.3846535219736
"('work_year', 'salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.9925185524944441,1937.3379658164486
"('employment_type', 'job_title', 'salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.992512287470139,1956.9627582727987
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence')",CatBoost,0.9925092138146804,2054.7812008331557
"('experience_level', 'salary', 'salary_currency', 'company_location', 'company_size')",CatBoost,0.9925021113298599,1796.7090479821584
"('employment_type', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9924899760064976,2063.9736887448425
"('work_year', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",CatBoost,0.9924898578169125,1797.562508210608
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9924862563437896,2060.074384187585
"('work_year', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",GradientBoosting,0.9924729855785989,1909.900738260438
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",CatBoost,0.9924680393454638,2014.2343660176243
"('employment_type', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",GradientBoosting,0.9924636525881905,1954.6367146698851
"('experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.9924515660928882,1983.9003936749034
"('salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.9924326786608707,2019.1864995797268
"('experience_level', 'job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location')",GradientBoosting,0.9924147925143978,1954.6323876873919
"('salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.992407261327564,2053.983669579862
"('work_year', 'experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9924003368469964,2002.9266331293127
"('work_year', 'job_title', 'salary', 'salary_currency', 'company_location')",GradientBoosting,0.992397054856198,1922.445556592645
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.992396279043982,1964.0956849903707
"('work_year', 'experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location')",GradientBoosting,0.9923958349706664,1959.6244854526037
"('work_year', 'experience_level', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9923928844425104,1893.4616844301288
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",GradientBoosting,0.9923927999173211,2017.1410458382202
"('work_year', 'salary', 'salary_currency', 'employee_residence', 'company_size')",CatBoost,0.9923918546859642,1852.0287940452895
"('job_title', 'salary', 'salary_currency', 'company_location')",GradientBoosting,0.9923863483591832,1963.5482236409366
"('experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location')",GradientBoosting,0.9923843305584964,2011.4623132336742
"('work_year', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.992367099889836,1884.9044270764073
"('experience_level', 'employment_type', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",GradientBoosting,0.9923649782801154,2077.130873769502
"('work_year', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",CatBoost,0.9923522344392957,1798.6260663635544
"('salary', 'salary_currency', 'remote_ratio', 'company_location')",GradientBoosting,0.9923430658139135,1970.026393286655
"('work_year', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location')",GradientBoosting,0.992342236860621,2021.397970580994
"('experience_level', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9923357022843206,2072.066960539694
"('work_year', 'employment_type', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9923306814013124,1907.9820112281438
"('work_year', 'experience_level', 'employment_type', 'salary', 'salary_currency', 'remote_ratio')",CatBoost,0.9923268941733145,1608.6977618682079
"('work_year', 'experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9923074082982904,1977.8896723849098
"('work_year', 'employment_type', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",CatBoost,0.9923002882299445,1824.5537788020667
"('experience_level', 'salary', 'salary_currency', 'company_location')",GradientBoosting,0.9922995954041767,1960.6182056695957
"('experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9922804087943685,2086.465115914121
"('work_year', 'job_title', 'salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.9922796342922219,1894.8128565365662
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.992279618673737,1963.589645505479
"('experience_level', 'job_title', 'salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.992278146561197,1945.7302507529068
"('employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9922682721842868,2066.5637452489036
"('experience_level', 'employment_type', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9922588573279241,2054.233182557488
"('experience_level', 'employment_type', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9922341321200435,2049.564435778903
"('job_title', 'salary', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.9922324640134301,1976.4957229498023
"('experience_level', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio')",GradientBoosting,0.9922228714579181,2094.5887260464347
"('salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.9922165923269107,1950.6134150814319
"('work_year', 'experience_level', 'employment_type', 'salary', 'salary_currency', 'company_size')",CatBoost,0.9922131824666622,1525.896992305725
"('work_year', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9922099344566604,2025.3621728472203
"('work_year', 'experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9922064745550788,2036.1384668640019
"('work_year', 'experience_level', 'job_title', 'salary', 'salary_currency')",ExtraTrees,0.9921962439824501,1329.8287500000001
"('work_year', 'experience_level', 'salary', 'salary_currency', 'company_location', 'company_size')",GradientBoosting,0.9921846053581893,1913.7703893085368
"('experience_level', 'job_title', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9921812199409273,2088.9589301863043
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9921720616253206,2002.4754733738637
"('work_year', 'experience_level', 'employment_type', 'salary', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.9921707856186964,1923.8887987367511
"('employment_type', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.9921667771791916,2063.7799585905686
"('employment_type', 'salary', 'salary_currency', 'company_location')",CatBoost,0.992161522801261,1896.9579510448084
"('job_title', 'salary', 'salary_currency', 'employee_residence')",GradientBoosting,0.9921494973889263,2138.778834450272
